     lon       lat      ve     vn      eps1      eps1(sig)     eps2      eps2(sig)     theta   theta(sig)  rotation     rot(sig)  dilatation   dila(sig)     gamma    gamma(sig)      psi     psi(sig)  stations
  119.7500   22.6500  25.70  15.00   0.669E-05   0.113E-05  -0.115E-04   0.103E-05   -12.5857     2.4094  -0.997E-05   0.767E-06  -0.484E-05   0.153E-05   0.182E-04   0.142E-05    32.4143     2.1816  CK16 CK09 CK15 CK08 CK17 CK10 CK23 CK22 CK02
  119.8000   22.6500  25.25  15.23   0.736E-05   0.985E-06  -0.107E-04   0.942E-06   -19.7093     2.1659  -0.847E-05   0.681E-06  -0.331E-05   0.136E-05   0.180E-04   0.114E-05    25.2907     1.6729  CK16 CK15 CK09 CK23 CK17 CK08 CK22 CK10 CK24
  119.8500   22.6500  24.88  15.30   0.889E-05   0.103E-05  -0.939E-05   0.101E-05   -24.6937     2.2508  -0.716E-05   0.716E-06  -0.502E-06   0.144E-05   0.183E-04   0.108E-05    20.3063     1.4621  CK16 CK23 CK15 CK22 CK17 CK09 CK24 CK08
  119.9000   22.6500  24.72  15.29   0.969E-05   0.800E-06  -0.824E-05   0.758E-06   -31.4143     1.7630  -0.567E-05   0.550E-06   0.145E-05   0.110E-05   0.179E-04   0.702E-06    13.5857     0.8026  CK23 CK16 CK22 CK15 CK24 CK17 CK30 CK29 CK09
  119.9500   22.6500  24.53  15.22   0.104E-04   0.756E-06  -0.622E-05   0.736E-06   -33.5308     1.8188  -0.538E-05   0.525E-06   0.420E-05   0.106E-05   0.166E-04   0.636E-06    11.4692     0.7050  CK23 CK22 CK16 CK30 CK24 CK15 CK29 CK17 CK31
  120.0000   22.6500  24.53  15.16   0.904E-05   0.757E-06  -0.542E-05   0.717E-06   -31.4590     2.0695  -0.567E-05   0.518E-06   0.362E-05   0.105E-05   0.145E-04   0.663E-06    13.5410     0.9348  CK23 CK30 CK22 CK29 CK24 CK31 CK16 CK15 CK37
  120.0500   22.6500  24.57  15.13   0.101E-04   0.764E-06  -0.374E-05   0.741E-06   -37.3978     2.2104  -0.726E-05   0.529E-06   0.638E-05   0.107E-05   0.139E-04   0.582E-06     7.6022     0.5734  CK30 CK23 CK29 CK22 CK31 CK24 CK37 CK36 CK16
  120.1000   22.6500  24.61  15.21   0.117E-04   0.715E-06  -0.421E-05   0.704E-06   -37.5827     1.8070  -0.977E-05   0.500E-06   0.754E-05   0.101E-05   0.160E-04   0.548E-06     7.4173     0.4595  CK30 CK29 CK37 CK23 CK31 CK36 CK22 CK38 CK24
  120.1500   22.6500  24.74  15.31   0.142E-04   0.661E-06  -0.400E-05   0.650E-06   -40.5611     1.4577  -0.116E-04   0.463E-06   0.102E-04   0.927E-06   0.182E-04   0.480E-06     4.4389     0.2249  CK30 CK37 CK29 CK36 CK31 CK38 CK23 CK22 CK44
  120.2000   22.6500  24.88  15.45   0.150E-04   0.673E-06  -0.375E-05   0.670E-06   -39.4551     1.4486  -0.128E-04   0.477E-06   0.112E-04   0.947E-06   0.187E-04   0.502E-06     5.5449     0.2804  CK37 CK30 CK36 CK29 CK38 CK44 CK31 CK43
  120.2500   22.6500  25.00  15.71   0.159E-04   0.600E-06  -0.368E-05   0.588E-06   -33.4361     1.2285  -0.144E-04   0.422E-06   0.122E-04   0.837E-06   0.195E-04   0.509E-06    11.5639     0.4861  CK37 CK36 CK44 CK30 CK38 CK43 CK29 CK45 CK31
  120.3000   22.6500  25.08  15.99   0.166E-04   0.753E-06  -0.364E-05   0.752E-06   -31.0902     1.5019  -0.148E-04   0.534E-06   0.130E-04   0.106E-05   0.203E-04   0.685E-06    13.9098     0.7037  CK37 CK44 CK36 CK43 CK38 CK45 CK30 CK29
  120.3500   22.6500  25.13  16.31   0.163E-04   0.120E-05  -0.450E-05   0.143E-05   -25.2874     2.5771  -0.156E-04   0.927E-06   0.118E-04   0.188E-05   0.208E-04   0.139E-05    19.7126     1.6240  CK44 CK43 CK37 CK36 CK45 CK38
  119.5500   22.7000  25.25  14.26   0.176E-04   0.313E-05  -0.107E-05   0.281E-05   -56.1126     5.9696  -0.121E-04   0.210E-05   0.166E-04   0.421E-05   0.187E-04   0.251E-05   -11.1126     2.4381  CK02 CK09 CK03 CK01 CK10 CK08
  119.6000   22.7000  25.53  14.49   0.115E-04   0.190E-05  -0.363E-05   0.192E-05   -38.7340     5.1380  -0.123E-04   0.135E-05   0.783E-05   0.271E-05   0.151E-04   0.144E-05     6.2660     1.1142  CK09 CK02 CK10 CK03 CK08 CK01 CK16 CK17
  119.6500   22.7000  25.49  14.78   0.831E-05   0.160E-05  -0.601E-05   0.157E-05   -26.1528     4.4849  -0.119E-04   0.112E-05   0.231E-05   0.224E-05   0.143E-04   0.163E-05    18.8472     2.7442  CK09 CK10 CK02 CK08 CK16 CK03 CK17 CK01 CK15
  119.7000   22.7000  25.20  15.11   0.721E-05   0.142E-05  -0.947E-05   0.141E-05   -18.9753     3.4352  -0.121E-04   0.100E-05  -0.226E-05   0.200E-05   0.167E-04   0.169E-05    26.0247     2.7091  CK09 CK16 CK10 CK08 CK17 CK15 CK02 CK03 CK01
  119.7500   22.7000  25.00  15.30   0.640E-05   0.111E-05  -0.124E-04   0.104E-05   -16.7392     2.3172  -0.113E-04   0.762E-06  -0.603E-05   0.152E-05   0.188E-04   0.133E-05    28.2608     1.9349  CK16 CK09 CK17 CK10 CK15 CK08 CK23 CK24 CK02
  119.8000   22.7000  24.49  15.50   0.808E-05   0.101E-05  -0.117E-04   0.976E-06   -22.5653     2.0350  -0.966E-05   0.703E-06  -0.361E-05   0.140E-05   0.198E-04   0.111E-05    22.4347     1.4364  CK16 CK17 CK09 CK15 CK23 CK10 CK24 CK08 CK22
  119.8500   22.7000  24.16  15.54   0.957E-05   0.828E-06  -0.964E-05   0.778E-06   -28.3108     1.6951  -0.816E-05   0.568E-06  -0.656E-07   0.114E-05   0.192E-04   0.785E-06    16.6892     0.9320  CK16 CK23 CK17 CK15 CK24 CK22 CK09 CK10 CK08 CK30
  119.9000   22.7000  23.98  15.56   0.110E-04   0.676E-06  -0.810E-05   0.646E-06   -32.9856     1.4067  -0.700E-05   0.466E-06   0.286E-05   0.937E-06   0.191E-04   0.572E-06    12.0144     0.5707  CK23 CK16 CK24 CK17 CK22 CK15 CK30 CK31 CK09 CK29
  119.9500   22.7000  23.84  15.49   0.115E-04   0.678E-06  -0.644E-05   0.665E-06   -34.7896     1.5222  -0.617E-05   0.473E-06   0.503E-05   0.952E-06   0.179E-04   0.554E-06    10.2104     0.5279  CK23 CK24 CK16 CK30 CK22 CK17 CK31 CK15 CK29
  120.0000   22.7000  23.82  15.43   0.107E-04   0.606E-06  -0.588E-05   0.579E-06   -33.4294     1.4510  -0.664E-05   0.417E-06   0.483E-05   0.842E-06   0.166E-04   0.506E-06    11.5706     0.5656  CK23 CK30 CK24 CK31 CK22 CK29 CK16 CK17 CK37 CK15
  120.0500   22.7000  23.78  15.45   0.109E-04   0.611E-06  -0.580E-05   0.580E-06   -30.8598     1.4433  -0.854E-05   0.419E-06   0.513E-05   0.845E-06   0.167E-04   0.544E-06    14.1402     0.6787  CK30 CK23 CK31 CK24 CK29 CK22 CK37 CK38 CK36 CK16
  120.1000   22.7000  23.71  15.52   0.119E-04   0.688E-06  -0.543E-05   0.674E-06   -32.3084     1.5939  -0.104E-04   0.480E-06   0.648E-05   0.966E-06   0.173E-04   0.600E-06    12.6916     0.6799  CK30 CK31 CK37 CK29 CK23 CK38 CK24 CK36 CK22
  120.1500   22.7000  23.75  15.67   0.138E-04   0.626E-06  -0.483E-05   0.604E-06   -34.7216     1.3386  -0.119E-04   0.435E-06   0.895E-05   0.869E-06   0.186E-04   0.509E-06    10.2784     0.4701  CK30 CK37 CK31 CK38 CK29 CK36 CK23 CK24 CK44 CK22
  120.2000   22.7000  23.75  15.95   0.156E-04   0.584E-06  -0.462E-05   0.560E-06   -32.4966     1.1450  -0.147E-04   0.406E-06   0.110E-04   0.807E-06   0.202E-04   0.502E-06    12.5034     0.4868  CK37 CK30 CK38 CK36 CK31 CK29 CK44 CK45 CK43 CK23
  120.2500   22.7000  23.80  16.24   0.168E-04   0.613E-06  -0.385E-05   0.602E-06   -31.1791     1.1909  -0.158E-04   0.432E-06   0.129E-04   0.857E-06   0.206E-04   0.552E-06    13.8209     0.5561  CK37 CK38 CK44 CK36 CK30 CK45 CK31 CK43 CK29
  120.3000   22.7000  23.89  16.56   0.181E-04   0.750E-06  -0.394E-05   0.760E-06   -26.8821     1.3905  -0.172E-04   0.536E-06   0.141E-04   0.107E-05   0.220E-04   0.764E-06    18.1179     0.8249  CK37 CK44 CK38 CK45 CK36 CK43 CK30 CK31
  120.3500   22.7000  23.92  16.98   0.186E-04   0.125E-05  -0.415E-05   0.149E-05   -26.2577     2.4519  -0.171E-04   0.967E-06   0.144E-04   0.195E-05   0.227E-04   0.142E-05    18.7423     1.4818  CK44 CK37 CK45 CK43 CK38 CK36
  119.5500   22.7500  23.48  14.80   0.271E-04   0.187E-05  -0.266E-05   0.185E-05   -45.9930     2.5292  -0.204E-04   0.131E-05   0.244E-04   0.263E-05   0.298E-04   0.132E-05    -0.9930     0.0877  CK02 CK03 CK09 CK10 CK01 CK04 CK08 CK11
  119.6000   22.7500  23.84  15.07   0.231E-04   0.151E-05  -0.709E-05   0.157E-05   -37.5615     2.0611  -0.199E-04   0.109E-05   0.160E-04   0.217E-05   0.302E-04   0.119E-05     7.4385     0.5282  CK09 CK10 CK02 CK03 CK08 CK11 CK16 CK17 CK01 CK04
  119.6500   22.7500  23.96  15.34   0.216E-04   0.161E-05  -0.944E-05   0.167E-05   -33.7109     2.1439  -0.195E-04   0.116E-05   0.121E-04   0.232E-05   0.310E-04   0.139E-05    11.2891     0.8227  CK09 CK10 CK02 CK03 CK16 CK17 CK08 CK11 CK01 CK04
  119.7000   22.7500  23.69  15.60   0.172E-04   0.141E-05  -0.153E-04   0.153E-05   -26.1441     1.8327  -0.197E-04   0.104E-05   0.182E-05   0.208E-05   0.325E-04   0.152E-05    18.8559     1.1210  CK09 CK10 CK16 CK17 CK02 CK03 CK08 CK11 CK15 CK18
  119.7500   22.7500  23.41  15.78   0.168E-04   0.994E-06  -0.147E-04   0.992E-06   -29.3588     1.2757  -0.174E-04   0.704E-06   0.216E-05   0.140E-05   0.315E-04   0.945E-06    15.6412     0.6645  CK16 CK17 CK09 CK10 CK15 CK23 CK18 CK24 CK08 CK11 CK02 CK03
  119.8000   22.7500  23.14  15.94   0.166E-04   0.998E-06  -0.141E-04   0.102E-05   -32.3346     1.3293  -0.155E-04   0.716E-06   0.252E-05   0.143E-05   0.308E-04   0.890E-06    12.6654     0.5705  CK16 CK17 CK09 CK10 CK23 CK24 CK15 CK18 CK08 CK11
  119.8500   22.7500  22.82  16.06   0.156E-04   0.946E-06  -0.139E-04   0.100E-05   -29.3306     1.3374  -0.147E-04   0.691E-06   0.178E-05   0.138E-05   0.295E-04   0.928E-06    15.6694     0.6972  CK16 CK17 CK23 CK24 CK09 CK10 CK15 CK18 CK22 CK25
  119.9000   22.7500  22.62  16.06   0.198E-04   0.809E-06  -0.100E-04   0.825E-06   -34.8596     1.1080  -0.128E-04   0.578E-06   0.980E-05   0.115E-05   0.298E-04   0.674E-06    10.1404     0.3848  CK23 CK24 CK16 CK17 CK22 CK30 CK31 CK25 CK15 CK18 CK09
  119.9500   22.7500  22.65  16.04   0.187E-04   0.903E-06  -0.834E-05   0.923E-06   -33.8393     1.3664  -0.106E-04   0.646E-06   0.104E-04   0.129E-05   0.271E-04   0.773E-06    11.1607     0.5193  CK23 CK24 CK16 CK30 CK17 CK31 CK22 CK25 CK15 CK29
  120.0000   22.7500  22.38  16.07   0.206E-04   0.103E-05  -0.111E-04   0.111E-05   -29.1993     1.3688  -0.133E-04   0.756E-06   0.956E-05   0.151E-05   0.317E-04   0.102E-05    15.8007     0.7162  CK23 CK24 CK30 CK31 CK22 CK16 CK17 CK25 CK29 CK32
  120.0500   22.7500  22.32  16.12   0.209E-04   0.103E-05  -0.100E-04   0.110E-05   -29.1096     1.3916  -0.146E-04   0.749E-06   0.109E-04   0.151E-05   0.309E-04   0.102E-05    15.8904     0.7306  CK30 CK31 CK23 CK24 CK37 CK29 CK38 CK32 CK22 CK25
  120.1000   22.7500  22.31  16.16   0.189E-04   0.942E-06  -0.909E-05   0.967E-06   -29.1448     1.3833  -0.150E-04   0.673E-06   0.979E-05   0.135E-05   0.280E-04   0.913E-06    15.8552     0.7243  CK30 CK31 CK37 CK38 CK23 CK24 CK29 CK32 CK36 CK22
  120.1500   22.7500  22.22  16.35   0.212E-04   0.791E-06  -0.958E-05   0.812E-06   -30.4257     1.0573  -0.175E-04   0.566E-06   0.116E-04   0.114E-05   0.307E-04   0.742E-06    14.5743     0.5138  CK30 CK31 CK37 CK38 CK29 CK23 CK24 CK32 CK36 CK39 CK44
  120.2000   22.7500  22.13  16.61   0.225E-04   0.711E-06  -0.567E-05   0.747E-06   -33.1055     1.0490  -0.191E-04   0.516E-06   0.168E-04   0.103E-05   0.282E-04   0.629E-06    11.8945     0.4235  CK37 CK38 CK30 CK31 CK44 CK45 CK36 CK39 CK29 CK32
  120.2500   22.7500  22.28  16.81   0.202E-04   0.502E-06  -0.784E-05   0.523E-06   -28.9948     0.7404  -0.204E-04   0.363E-06   0.124E-04   0.724E-06   0.280E-04   0.492E-06    16.0052     0.3932  CK37 CK38 CK44 CK45 CK30 CK31 CK36 CK39 CK43 CK46
  120.3000   22.7500  22.23  17.23   0.209E-04   0.560E-06  -0.787E-05   0.602E-06   -29.6913     0.8204  -0.208E-04   0.411E-06   0.130E-04   0.822E-06   0.287E-04   0.548E-06    15.3087     0.4179  CK37 CK38 CK44 CK45 CK36 CK30 CK39 CK31 CK43 CK46
  120.3500   22.7500  22.20  17.65   0.217E-04   0.904E-06  -0.758E-05   0.110E-05   -30.8317     1.3942  -0.211E-04   0.708E-06   0.141E-04   0.143E-05   0.293E-04   0.921E-06    14.1683     0.6572  CK44 CK45 CK37 CK38 CK43 CK46 CK36 CK39
  119.5500   22.8000  21.84  15.28   0.381E-04   0.184E-05  -0.567E-05   0.191E-05   -40.8666     1.7339  -0.293E-04   0.132E-05   0.324E-04   0.265E-05   0.438E-04   0.137E-05     4.1334     0.2493  CK03 CK10 CK02 CK09 CK04 CK11
  119.6000   22.8000  22.19  15.64   0.343E-04   0.191E-05  -0.119E-04   0.191E-05   -35.1837     1.6766  -0.285E-04   0.135E-05   0.224E-04   0.271E-05   0.462E-04   0.156E-05     9.8163     0.5619  CK10 CK03 CK09 CK02 CK11 CK04 CK17 CK16
  119.6500   22.8000  22.06  15.95   0.291E-04   0.173E-05  -0.142E-04   0.176E-05   -33.3724     1.6306  -0.250E-04   0.123E-05   0.149E-04   0.246E-05   0.433E-04   0.149E-05    11.6276     0.6450  CK10 CK09 CK03 CK11 CK17 CK02 CK16 CK04 CK18 CK08
  119.7000   22.8000  22.08  16.15   0.294E-04   0.186E-05  -0.191E-04   0.183E-05   -32.2774     1.5430  -0.262E-04   0.131E-05   0.103E-04   0.261E-05   0.484E-04   0.163E-05    12.7226     0.6635  CK10 CK17 CK09 CK16 CK11 CK18 CK03 CK02 CK04
  119.7500   22.8000  21.89  16.29   0.269E-04   0.160E-05  -0.205E-04   0.154E-05   -32.7664     1.3405  -0.233E-04   0.111E-05   0.637E-05   0.221E-05   0.473E-04   0.137E-05    12.2336     0.5583  CK17 CK10 CK16 CK09 CK18 CK11 CK24 CK23 CK03
  119.8000   22.8000  21.45  16.52   0.232E-04   0.113E-05  -0.174E-04   0.115E-05   -32.0423     1.1342  -0.205E-04   0.809E-06   0.579E-05   0.161E-05   0.407E-04   0.101E-05    12.9577     0.4980  CK17 CK16 CK10 CK24 CK18 CK09 CK23 CK11 CK25 CK15
  119.8500   22.8000  21.43  16.54   0.264E-04   0.112E-05  -0.151E-04   0.108E-05   -34.2832     1.0656  -0.209E-04   0.780E-06   0.114E-04   0.154E-05   0.415E-04   0.919E-06    10.7168     0.3934  CK17 CK24 CK16 CK23 CK18 CK25 CK10 CK09 CK11 CK31
  119.9000   22.8000  21.32  16.56   0.260E-04   0.126E-05  -0.126E-04   0.122E-05   -34.1225     1.2979  -0.189E-04   0.884E-06   0.135E-04   0.175E-05   0.386E-04   0.105E-05    10.8775     0.4862  CK24 CK17 CK23 CK16 CK25 CK18 CK31 CK30 CK10
  119.9500   22.8000  20.95  16.72   0.268E-04   0.128E-05  -0.119E-04   0.130E-05   -31.7653     1.3471  -0.183E-04   0.914E-06   0.149E-04   0.182E-05   0.387E-04   0.115E-05    13.2347     0.6028  CK24 CK23 CK17 CK31 CK25 CK16 CK30 CK18 CK32 CK22
  120.0000   22.8000  21.02  16.71   0.305E-04   0.136E-05  -0.142E-04   0.130E-05   -30.5125     1.2031  -0.204E-04   0.943E-06   0.163E-04   0.187E-05   0.447E-04   0.123E-05    14.4875     0.5857  CK24 CK31 CK23 CK30 CK25 CK32 CK17 CK16 CK38 CK18
  120.0500   22.8000  20.92  16.77   0.309E-04   0.136E-05  -0.147E-04   0.128E-05   -28.5847     1.1719  -0.213E-04   0.935E-06   0.162E-04   0.186E-05   0.456E-04   0.128E-05    16.4153     0.6367  CK31 CK24 CK30 CK23 CK32 CK25 CK38 CK37 CK17 CK39
  120.1000   22.8000  20.61  16.98   0.279E-04   0.126E-05  -0.132E-04   0.128E-05   -29.2873     1.2542  -0.200E-04   0.899E-06   0.147E-04   0.180E-05   0.411E-04   0.121E-05    15.7127     0.6529  CK31 CK30 CK38 CK24 CK32 CK37 CK23 CK39 CK25 CK29
  120.1500   22.8000  20.66  17.06   0.284E-04   0.128E-05  -0.118E-04   0.122E-05   -29.3018     1.2590  -0.221E-04   0.881E-06   0.166E-04   0.177E-05   0.402E-04   0.119E-05    15.6982     0.6552  CK31 CK38 CK30 CK37 CK32 CK39 CK24 CK23 CK45
  120.2000   22.8000  20.59  17.28   0.278E-04   0.867E-06  -0.111E-04   0.825E-06   -30.5633     0.8814  -0.231E-04   0.598E-06   0.167E-04   0.120E-05   0.389E-04   0.780E-06    14.4367     0.4256  CK38 CK31 CK37 CK30 CK39 CK32 CK45 CK44 CK46 CK24
  120.2500   22.8000  20.45  17.62   0.259E-04   0.620E-06  -0.973E-05   0.633E-06   -32.2015     0.7113  -0.226E-04   0.444E-06   0.162E-04   0.885E-06   0.357E-04   0.553E-06    12.7985     0.3081  CK38 CK37 CK45 CK31 CK39 CK44 CK30 CK46 CK32 CK36
  120.3000   22.8000  20.59  17.90   0.241E-04   0.690E-06  -0.111E-04   0.693E-06   -31.9800     0.7965  -0.242E-04   0.488E-06   0.130E-04   0.978E-06   0.352E-04   0.614E-06    13.0200     0.3493  CK38 CK45 CK37 CK44 CK39 CK46 CK31 CK30
  120.3500   22.8000  20.56  18.32   0.252E-04   0.120E-05  -0.114E-04   0.134E-05   -33.3410     1.4020  -0.250E-04   0.895E-06   0.138E-04   0.180E-05   0.367E-04   0.109E-05    11.6590     0.5539  CK45 CK38 CK44 CK37 CK46 CK39
  119.5500   22.8500  19.30  15.79   0.317E-04   0.233E-05  -0.983E-05   0.238E-05   -43.2507     2.3045  -0.328E-04   0.167E-05   0.218E-04   0.334E-05   0.415E-04   0.168E-05     1.7493     0.1406  CK03 CK04 CK10 CK11 CK02 CK09 CK05
  119.6000   22.8500  19.69  16.26   0.347E-04   0.187E-05  -0.164E-04   0.189E-05   -40.5862     1.4875  -0.289E-04   0.133E-05   0.183E-04   0.266E-05   0.511E-04   0.137E-05     4.4138     0.2283  CK10 CK03 CK11 CK04 CK09 CK02 CK17 CK18 CK12
  119.6500   22.8500  19.73  16.47   0.307E-04   0.185E-05  -0.193E-04   0.187E-05   -38.2691     1.5075  -0.281E-04   0.132E-05   0.114E-04   0.263E-05   0.500E-04   0.142E-05     6.7309     0.3509  CK10 CK11 CK03 CK17 CK09 CK04 CK18 CK02 CK16 CK12
  119.7000   22.8500  19.64  16.64   0.286E-04   0.182E-05  -0.213E-04   0.185E-05   -36.9679     1.4923  -0.273E-04   0.130E-05   0.734E-05   0.260E-05   0.499E-04   0.144E-05     8.0321     0.4136  CK10 CK17 CK11 CK18 CK09 CK03 CK16 CK04 CK12 CK02
  119.7500   22.8500  19.54  16.80   0.289E-04   0.155E-05  -0.222E-04   0.154E-05   -37.5031     1.2233  -0.255E-04   0.110E-05   0.671E-05   0.218E-05   0.511E-04   0.120E-05     7.4969     0.3176  CK17 CK10 CK18 CK11 CK16 CK09 CK24 CK25 CK03 CK19
  119.8000   22.8500  19.35  16.87   0.259E-04   0.124E-05  -0.209E-04   0.126E-05   -37.1959     1.0790  -0.244E-04   0.885E-06   0.497E-05   0.176E-05   0.468E-04   0.976E-06     7.8041     0.2914  CK17 CK18 CK10 CK24 CK16 CK11 CK25 CK09 CK23 CK19
  119.8500   22.8500  19.24  17.00   0.260E-04   0.120E-05  -0.171E-04   0.119E-05   -38.7159     1.1210  -0.237E-04   0.849E-06   0.894E-05   0.169E-05   0.431E-04   0.907E-06     6.2841     0.2458  CK17 CK24 CK18 CK25 CK16 CK23 CK10 CK11 CK19 CK31
  119.9000   22.8500  19.20  17.14   0.258E-04   0.134E-05  -0.176E-04   0.133E-05   -36.8687     1.2426  -0.244E-04   0.950E-06   0.821E-05   0.188E-05   0.434E-04   0.105E-05     8.1313     0.3507  CK24 CK17 CK25 CK18 CK23 CK16 CK31 CK32 CK10 CK26
