$GPGGA,104601.00,2299.8498,N,12021.8415,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104602.00,2299.8537,N,12021.8380,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104603.00,2299.8668,N,12021.8406,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104604.00,2299.8906,N,12021.8440,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104605.00,2299.9148,N,12021.8458,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104606.00,2299.9374,N,12021.8466,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104607.00,2299.9608,N,12021.8493,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104608.00,2299.9867,N,12021.8498,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104609.00,2300.0084,N,12021.8512,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104610.00,2300.0277,N,12021.8536,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0438,N,12021.8560,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0638,N,12021.8572,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0799,N,12021.8572,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0863,N,12021.8571,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0859,N,12021.8647,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0848,N,12021.8741,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0838,N,12021.8891,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0822,N,12021.9117,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0810,N,12021.9398,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0794,N,12021.9747,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0766,N,12022.0052,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0750,N,12022.0238,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0747,N,12022.0378,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0737,N,12022.0495,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0734,N,12022.0522,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0731,N,12022.0560,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0718,N,12022.0707,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0680,N,12022.1324,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0655,N,12022.1705,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0623,N,12022.2093,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0591,N,12022.2482,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0577,N,12022.2827,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0536,N,12022.3261,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0485,N,12022.3765,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0444,N,12022.4200,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0416,N,12022.4581,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0388,N,12022.4951,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0376,N,12022.5350,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0361,N,12022.5867,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0305,N,12022.6075,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0261,N,12022.6251,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0214,N,12022.6319,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0186,N,12022.6529,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0173,N,12022.6577,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0166,N,12022.6609,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0151,N,12022.6617,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0116,N,12022.6612,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2300.0024,N,12022.6565,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9888,N,12022.6501,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9713,N,12022.6438,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9583,N,12022.6385,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9501,N,12022.6350,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9440,N,12022.6309,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9387,N,12022.6238,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9290,N,12022.6113,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9092,N,12022.5928,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8914,N,12022.5829,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8703,N,12022.5750,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8579,N,12022.5713,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8517,N,12022.5692,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8492,N,12022.5690,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8492,N,12022.5699,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8491,N,12022.5690,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8468,N,12022.5709,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8462,N,12022.5761,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8464,N,12022.5855,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8455,N,12022.5999,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8451,N,12022.6128,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8441,N,12022.6304,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8439,N,12022.6419,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8431,N,12022.6487,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8346,N,12022.6504,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8215,N,12022.6493,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8038,N,12022.6503,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7900,N,12022.6516,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7836,N,12022.6511,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7794,N,12022.6544,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7803,N,12022.6652,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7807,N,12022.6818,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7818,N,12022.7016,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7828,N,12022.7184,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7833,N,12022.7285,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7849,N,12022.7343,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7883,N,12022.7519,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7902,N,12022.7668,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7910,N,12022.7755,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7922,N,12022.7842,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7934,N,12022.7947,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7941,N,12022.8044,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7938,N,12022.8086,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7940,N,12022.8092,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7952,N,12022.8204,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7972,N,12022.8321,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7975,N,12022.8400,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7975,N,12022.8414,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7975,N,12022.8414,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7975,N,12022.8414,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.7975,N,12022.8414,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8059,N,12022.8417,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8204,N,12022.8403,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8310,N,12022.8402,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8436,N,12022.8400,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8691,N,12022.8372,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8888,N,12022.8321,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9122,N,12022.8297,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9276,N,12022.8258,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9502,N,12022.8227,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9662,N,12022.8214,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9659,N,12022.8275,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9609,N,12022.8426,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9587,N,12022.8610,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9508,N,12022.8834,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9400,N,12022.9169,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9271,N,12022.9556,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9178,N,12022.9849,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.9080,N,12023.0181,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8992,N,12023.0442,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8877,N,12023.0841,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8810,N,12023.1115,E,1,08,0.9,22.2,M,-16.3,M,,*7D
$GPGGA,104601.00,2299.8732,N,12023.1368,E,1,08,0.9,22.2,M,-16.3,M,,*7D
